#frequency
Menschen#16503
Kollegen#15996
Herren#13767
Damen#13752
Kolleginnen#13038
Herr#12609
Euro#12238
Frau#11216
Land#8738
Thema#8538
Prozent#8385
Antrag#8219
Liebe#7576
Frage#7413
Weg#6884
Millionen#6505
Bereich#5949
Präsident#5784
Länder#5690
Milliarden#5531
Zukunft#5118
Debatte#5104
Kollege#5021
Präsidentin#5002
Stelle#4938
Unternehmen#4911
Gesetz#4893
Union#4869
Bundesregierung#4600
Arbeit#4593
Geld#4348
Punkt#4292
Verantwortung#4185
Maßnahmen#4075
Welt#4033
Politik#3884
Gesetzentwurf#3827
Ländern#3820
Grünen#3711
Ziel#3549
Bund#3515
Sicherheit#3502
Situation#3486
Blick#3390
Bundestag#3321
Kommunen#3268
Seite#3268
Kinder#3261
Entwicklung#3251
Wirtschaft#3186
Haushalt#3177
Frauen#3169
Fall#3128
Gesellschaft#3082
Aufgabe#2996
Koalition#2941
Rahmen#2855
Linken#2531
Leben#2511
Kollegin#2495
Familien#2466
Beitrag#2453
Bürger#2403
Ort#2378
Problem#2376
Staat#2348
Lage#2323
Verfügung#2298
Möglichkeit#2294
Rede#2294
Bildung#2267
Unterstützung#2244
Einsatz#2243
Diskussion#2238
Schritt#2234
Staaten#2227
Dinge#2205
Sicht#2189
Soldaten#2117
Verfahren#2106
Schutz#2095
Regierung#2070
Fragen#2064
Zahl#2048
Herausforderungen#2047
Wochen#1985
Fraktion#1979
Parlament#1944
Zusammenhang#1937
Hilfe#1925
Probleme#1924
Sinne#1891
Lösung#1886
Zahlen#1885
Zusammenarbeit#1882
Koalitionsvertrag#1868
Bundeswehr#1866
Weise#1831
Freiheit#1785
Interesse#1779
Aufmerksamkeit#1762
Legislaturperiode#1736
Entscheidung#1731
Erfolg#1726
Investitionen#1686
Woche#1659
Punkte#1657
Forschung#1657
Flüchtlinge#1645
Schluss#1635
Dingen#1615
Jahres#1611
Übrigen#1589
Opposition#1588
Digitalisierung#1577
Minister#1576
Bevölkerung#1567
Demokratie#1561
Ergebnis#1553
Grund#1553
Haus#1552
Grundlage#1545
Stellen#1537
Umsetzung#1536
Förderung#1531
Themen#1510
Monaten#1493
Möglichkeiten#1486
Rolle#1477
Region#1470
Hause#1467
§#1466
Familie#1456
Meinung#1438
Regelung#1437
Landes#1436
Ansatz#1435
Anträge#1429
Raum#1426
Chance#1424
Ausbildung#1423
Eltern#1422
Regelungen#1412
Art#1411
Sache#1405
Kosten#1405
Bedeutung#1398
Anspruch#1385
Bürgerinnen#1366
Ebene#1364
Hand#1346
System#1340
Daten#1322
Leistungen#1316
Krise#1310
Aufgaben#1302
Kommission#1294
Höhe#1292
Richtung#1291
Anfang#1289
Stück#1280
Antwort#1248
Bereichen#1243
Kindern#1239
Mal#1205
Vertrauen#1199
Vorschlag#1195
Form#1181
Arbeitsmarkt#1176
Arbeitnehmer#1175
Arbeitsplätze#1162
Signal#1154
Gewalt#1154
Vergangenheit#1151
Landwirtschaft#1150
Lösungen#1146
Gegenteil#1141
Klimaschutz#1127
Geschichte#1124
Interessen#1110
Eindruck#1106
Infrastruktur#1106
Soldatinnen#1104
Wort#1103
